1,0,0.32743,0.15556,0.10837,0.054546,2.7273,75.446,0,0,1,74.694,26.22,1.187,0
2,0,0.56318,0.37958,0.29831,0.22537,11.269,98.885,0,0,0.92,60.875,4.578,2.8317,0
3,0,0.37627,0.1595,0.090713,0.042941,1.9324,103.08,0,0,0.95556,69.432,13.309,0.7861,0
4,0,0.25331,0.12425,0.084539,0.036416,1.8208,81.089,0,0,1,63.619,-13.431,1.0245,0
5,0,1.9594,1.4293,1.188,0.68188,34.094,90.186,0,0,0.5,61.656,-1.4577,2.4933,0
6,0,0.68379,0.40443,0.33179,0.3016,15.08,34.516,0,0,0.66,62.093,-5.3759,3.1312,0
7,0,0.66128,0.42049,0.3705,0.27552,13.776,54.793,0,0,0.78,58.993,12.597,3.0215,0
8,0,0.47325,0.25425,0.17636,0.06722,3.2938,40.888,0,0,0.93878,55.688,-23.368,1.0193,0
9,0,0.53789,0.39967,0.39631,0.2644,13.22,61.351,0,0,0.78,46.937,-6.9972,3.6206,0
10,0,0.78241,0.43947,0.30999,0.26604,13.302,30.002,0,0,0.66,65.423,18.242,2.4708,0
11,0,0.8355,0.44139,0.26047,0.18468,9.2339,36.185,0,0,0.66,65.77,-21.431,1.6233,0
12,0,0.38762,0.26446,0.21059,0.11467,5.6187,72.443,0,0,1,55.701,8.2149,2.1357,0
13,0,0.32191,0.21048,0.18152,0.14592,7.15,70.638,0,0,1,51.573,17.789,3.331,0
14,0,0.84588,0.6113,0.57412,0.5241,26.205,29.112,0,0,0.34,53.766,11.252,4.4602,0
15,0,0.2649,0.12842,0.076824,0.0062735,0.31368,70.694,0,0,1,60.454,12.675,0.16851,0
16,0,0.24813,0.15211,0.074553,0.027256,1.3628,93.385,0,0,1,51.904,-3.3266,0.79028,0
17,0,0.27263,0.14055,0.05491,0.0062852,0.30169,105.02,0,0,1,63.721,14.426,0.1646,0
18,0,0.40887,0.20298,0.15262,0.12065,6.0325,109.48,0,0,1,56.906,0.96984,2.0957,0
19,0,1.8636,1.5511,1.3243,1.1938,59.692,47.758,0,0,0.14,50.178,-11.002,4.6116,0
20,0,0.10336,0.056345,0.037233,0.0088477,0.44238,53.731,0,0,1,58.328,-7.4506,0.61598,0
21,0,0.37596,0.18114,0.10332,0.048238,2.4119,80.199,0,0,0.98,58.137,3.0697,0.94362,0
22,0,0.40301,0.23343,0.23501,0.21253,10.626,26.881,0,0,0.94,53.656,-1.264,3.8635,0
23,0,0.2173,0.099954,0.060457,0.019991,0.57973,28.419,0,0,1,59.093,9.3603,0.51153,0
24,0,0.59237,0.48819,0.47711,0.43546,21.773,81.294,0,0,0.48,31.439,-0.70458,5.3784,0
25,0,0.38409,0.198,0.12161,0.037266,1.8633,113.44,0,0,1,62.495,-12.91,0.69323,0
26,0,1.4819,1.3438,1.2781,1.0814,52.989,50.3,0,0,0,40.245,0.14206,5.1563,0
27,0,0.34482,0.19126,0.13577,0.082191,4.1095,104.02,0,0,1,68.803,4.741,1.7215,0
28,0,1.3276,1.151,1.1185,0.94427,47.213,66.986,0,0,0.06,44.118,1.4951,5.0725,0
29,0,0.31808,0.16826,0.11407,0.033421,1.6376,108.21,0,0,1,60.707,-4.8122,0.77409,0
30,0,0.88106,0.73355,0.61977,0.41597,20.799,62.642,0,0,0.62,50.794,9.5997,3.4757,0
31,0,1.5898,1.406,1.2993,1.2499,56.244,58.739,0,0,0.31111,44.725,0.255,5.333,0
32,0,0.6415,0.36542,0.22258,0.033509,1.642,81.552,0,0,0.79592,55.179,11.42,0.36755,0
33,0,0.63183,0.39222,0.36931,0.24025,12.012,78.761,0,0,0.86,67.602,-7.4391,2.6961,0
34,0,0.72236,0.46795,0.3721,0.2547,8.6598,42.767,0,0,0.61765,59.804,6.1436,2.069,0
35,0,1.3408,1.2122,1.1276,0.98984,49.492,62.095,0,0,0,36.447,-0.90873,5.335,0
36,0,1.0821,0.91775,0.87006,0.80038,36.818,49.171,0,0,0.086957,50.54,9.0866,5.1272,0
37,0,0.59096,0.32426,0.15329,0.064159,3.208,92.699,0,0,0.86,53.288,-17.18,0.78697,0
38,0,1.2785,0.97448,0.8934,0.63577,31.789,59.828,0,0,0.06,44.375,-0.93259,3.5913,0
39,0,0.26004,0.1324,0.064133,0.013751,0.68754,75.4,0,0,1,58.593,20.353,0.37885,0
40,0,0.52669,0.30158,0.22533,0.11761,5.7627,83.444,0,0,0.85714,74.38,-17.139,1.5878,0
41,0,1.1573,0.68612,0.52152,0.071848,3.5924,41.612,0,0,0.62,64.026,6.3493,0.44153,0
42,0,0.25235,0.20479,0,0.21051,1.8946,77.324,0,0,1,29.648,2.6568,2.6547,0
43,0,0.28551,0.12956,0.069877,0.026773,1.3119,81.139,0,0,1,63.699,-15.608,0.65921,0
44,0,0.53109,0.47993,0.4455,0.35032,17.516,77.081,0,0,0.54,34.739,13.402,4.6976,0
45,0,0.84431,0.72866,0.66349,0.43834,21.479,61.221,0,0,0.20408,44.073,-1.979,3.6442,0
46,0,0.27892,0.12872,0.069851,0.0088917,0.44459,88.983,0,0,1,74.99,-10.806,0.23237,0
47,0,1.4425,0.88336,0.67484,0.43155,21.146,31.136,0,0,0.30612,63.689,-12.324,2.1257,0
48,0,2.2265,1.8554,1.5899,1.2777,63.883,68.054,0,0,0.08,42.417,3.341,4.1924,0
49,0,0.2043,0.10622,0.062823,0.022976,1.1488,72.825,0,0,1,64.607,-11.038,0.79994,0
50,0,0.26699,0.20249,0.16775,0.15481,7.7404,89.257,0,0,0.98,55.503,7.839,4.1375,0
51,0,0.81429,0.68991,0.62583,0.1504,7.5199,36.101,0,0,0.38,47.609,11.711,1.3373,0
52,0,0.30529,0.19628,0.15199,0.085117,4.2559,94.287,0,0,1,50.885,7.3075,1.9943,0
53,0,0.97031,0.71887,0.68537,0.56505,28.252,57.281,0,0,0.22,47.787,-2.9036,4.2023,0
